DATE,CATEGORY,NAME,UNITS,PROFIT,TOTAL_PRICESELL
2017-07-31,Tropical Fruits,Papaya Red,48.70999999999999,243.55000000000004,243.55000000000004
2017-07-31,Veggies,Beans Snake,17.009999999999998,84.87989999999998,152.9199
2017-07-31,capsicum,Capsicum red,142.81799999999996,712.6618199999995,712.6618199999995
2017-07-31,carrots,Carrots 1kg,172.0,118.67999999999975,256.2800000000005
2017-07-31,coconut Products,Chick Peas 1kg Pattu,9.0,16.109999999999996,35.91000000000001
2017-07-31,markdown bag,Mark down Bag ***,42.0,42.0,42.0
2017-07-31,trutaste,Chick Peas R & S,6.0,12.540000000000001,29.940000000000005
2017-08-31,Apples,Apples Fuji,282.4540000000002,1126.9914600000004,1126.9914600000004
2017-08-31,Asian Vegies,Okra,57.18400000000001,93.78176,571.2681600000001
2017-08-31,Avocadoes,Avocado Small Hass,147.0,294.0,367.5
2017-08-31,Bananas,Banana Cavendish,1101.8979999999992,-11.018980000000006,2192.777019999998
2017-08-31,Berries,Berries Strawberry (large),309.0,145.22999999999973,1174.1999999999975
2017-08-31,Bunch Vegies,Onion spring,224.0,201.6000000000005,336.0
2017-08-31,Cabbages,Cabbage green,38.0,189.62000000000003,189.62000000000003
2017-08-31,Chillies,chilli yellow long,18.754,75.016,131.278
2017-08-31,Citrus,Mandarin Imperial,319.33399999999983,479.0010000000001,798.3350000000002
2017-08-31,Cucumbers,Cucumber continental,205.0,307.5,307.5
2017-08-31,Cut Veggies,Celery half,78.0,148.20000000000022,148.20000000000022
2017-08-31,Eggs,Eggs 700g,95.0,47.5,303.99999999999966
2017-08-31,Flowers,Bunch Roses,14.0,14.0,126.0
2017-08-31,Fruits,Nam D0c Mai Mango,15.508000000000003,108.40092000000001,108.40092000000001
2017-08-31,Grapes,Grapes black,145.888,582.0931200000001,582.0931200000001
2017-08-31,Groceries-Dry Goods,Daawat everyday5kg,24.0,66.0,288.0
2017-08-31,Herbs,Coriander,138.0,274.6200000000004,274.6200000000004
2017-08-31,Kalamata olives,Sweet Rusk ,8.0,8.0,48.0
2017-08-31,Lettuces,Lettuce Iceberg,135.0,337.5,337.5
2017-08-31,Melons,Watermelon seedless,311.84,152.80160000000004,464.64160000000004
2017-08-31,Multi buy,Pac choy 3 for $2.,72.0,14.39999999999998,144.0
2017-08-31,Mushrooms,Mushroom Cup,52.318000000000026,208.74881999999994,470.3388200000001
2017-08-31,Nuts,chest Nuts,27.850000000000005,0.27849999999998865,250.65
2017-08-31,Olympian Products,Sesame Biscota 250g,26.0,21.272727272727323,99.27272727272728
2017-08-31,Onions,Garlic Chinese 500g,129.0,322.5,322.5
2017-08-31,Other Fruits,kiwi fruit Gold ,119.0,154.69999999999996,214.2
2017-08-31,Other Vegies,Leek,200.0,200.0,400.0
2017-08-31,Pastas,Diced Tomatoes,45.0,13.95,44.55000000000001
2017-08-31,Pears,Pear Packham,205.12399999999988,203.07275999999993,613.3207599999998
2017-08-31,Potatoes,Potato sweet Gold,224.49600000000007,671.2430400000005,671.2430400000005
2017-08-31,Pumpkins,Pumpkin Japanese/Kent,278.46199999999993,554.1393800000001,554.1393800000001
2017-08-31,Root Vegies,Beetroot,24.954,74.61246000000003,74.61246000000003
2017-08-31,Sri Lankan Groceries,Samaposha 200g,20.0,14.800000000000002,39.8
2017-08-31,Tomatoes,Field Tomatoes,472.552,656.8472799999998,1412.9304799999986
2017-08-31,Tropical Fruits,Papaya Red,58.996,294.98,294.98
2017-08-31,Veggies,Beans Snake,18.132,90.47867999999998,163.00668000000002
2017-08-31,capsicum,Capsicum red,138.16200000000006,689.42838,689.42838
2017-08-31,carrots,Carrots 1kg,163.0,112.46999999999976,242.87000000000046
2017-08-31,coconut Products,Ginger & Apple Juice,17.0,33.83,118.83000000000001
2017-08-31,markdown bag,Mark down Bag ***,76.0,76.0,76.0
2017-08-31,trutaste,Walnut Kernels LHP 500g,9.0,33.21,89.91
2017-09-30,Apples,Apples Fuji,170.22400000000005,679.1937599999998,679.1937599999998
2017-09-30,Asian Vegies,Radish white ,73.76400000000001,220.55436000000003,220.55436000000003
2017-09-30,Avocadoes,Avocado Small Hass,169.0,338.0,422.5
2017-09-30,Bananas,Banana Cavendish,904.2660000000003,-9.04266,1799.4893399999976
2017-09-30,Berries,Berries Strawberry (large),332.0,156.0399999999997,1261.5999999999954
2017-09-30,Bunch Vegies,Onion spring,230.0,207.00000000000048,345.0
2017-09-30,Cabbages,Cabbage green,32.0,159.68,159.68
2017-09-30,Chillies,chilli yellow long,15.677999999999997,62.71199999999999,109.74599999999998
2017-09-30,Citrus,Orange navel,304.73400000000026,911.1546599999998,911.1546599999998
2017-09-30,Cucumbers,Cucumber continental,190.0,285.0,285.0
2017-09-30,Cut Veggies,Celery half,94.0,178.6000000000003,178.6000000000003
2017-09-30,Eggs,Eggs 700g,100.0,50.0,319.9999999999996
2017-09-30,Flowers,Bunch Roses,14.0,14.0,126.0
2017-09-30,Fruits,Kensington Pride Mangoes large,247.0,741.0,741.0
2017-09-30,Grapes,Grapes black,137.51600000000008,548.6888400000003,548.6888400000003
2017-09-30,Groceries-Dry Goods,Chick Peas 400g,21.0,7.979999999999999,27.089999999999996
2017-09-30,Herbs,Coriander,161.0,320.3900000000006,320.3900000000006
2017-09-30,Kalamata olives,Sweet Rusk ,23.0,23.0,138.0
2017-09-30,Lettuces,Lettuce Iceberg,142.0,355.0,355.0
2017-09-30,Melons,Watermelon seedless,350.28299999999996,171.63866999999996,521.92167
2017-09-30,Multi buy,Pac choy 3 for $2.,80.0,15.999999999999975,160.0
2017-09-30,Mushrooms,Mushroom Cup,47.153999999999996,188.14446000000007,423.9144600000003
2017-09-30,Nuts,Walnuts in shell,16.846,33.523540000000004,201.98354
2017-09-30,Olympian Products,Sesame Biscota 250g,41.0,33.545454545454625,156.54545454545448
2017-09-30,Onions,Garlic Chinese 500g,110.0,275.0,275.0
2017-09-30,Other Fruits,kiwi fruit Gold ,96.0,124.8,172.8
2017-09-30,Other Vegies,Leek,189.0,189.0,378.0
2017-09-30,Pastas,Diced Tomatoes,36.0,11.159999999999998,35.64
2017-09-30,Pears,Pear Packham,253.5940000000002,251.05806000000007,758.2460600000004
2017-09-30,Potatoes,Potato brushed,188.62199999999993,47.15549999999998,471.55499999999995
2017-09-30,Pumpkins,Pumpkin Japanese/Kent,183.78799999999993,365.73812,365.73812
2017-09-30,Root Vegies,Beetroot,42.55,127.22450000000002,127.22450000000002
2017-09-30,Sri Lankan Groceries,1Lt Coconut oil,55.0,754.6000000000004,770.0
2017-09-30,Tomatoes,Field Tomatoes,413.0460000000001,574.1339399999997,1235.0075399999982
2017-09-30,Tropical Fruits,Papaya Red,157.33200000000008,786.6600000000001,786.6600000000001
2017-09-30,Veggies,Beans Snake,6.83,34.081700000000005,61.40169999999999
2017-09-30,capsicum,Capsicum red,110.26600000000005,550.2273399999999,550.2273399999999
2017-09-30,carrots,Carrots 1kg,149.0,102.80999999999979,222.01000000000028
2017-09-30,coconut Products,Ginger & Apple Juice,12.0,23.879999999999995,83.88
2017-09-30,markdown bag,Mark down Bag ***,20.0,20.0,20.0
2017-09-30,trutaste,Walnut Kernels LHP 500g,8.0,29.520000000000003,79.92
2017-10-31,Apples,Apples Pink Lady,179.348,536.2505199999998,536.2505199999998
2017-10-31,Asian Vegies,Radish white ,46.90199999999998,140.23698,140.23698
2017-10-31,Avocadoes,Avocado Hass Large,178.0,178.0,445.0
2017-10-31,Bananas,Banana Cavendish,1025.0480000000011,-10.250480000000005,2039.8455200000012
2017-10-31,Berries,Berries Strawberry (large),267.0,125.48999999999977,1014.5999999999985
2017-10-31,Bunch Vegies,Onion spring,229.0,206.10000000000065,343.5
2017-10-31,Cabbages,Cabbage green,28.0,139.72,139.72
2017-10-31,Chillies,chilli yellow long,12.870000000000001,51.480000000000004,90.09
2017-10-31,Citrus,Afourer Mandarin,128.702,193.053,321.755
2017-10-31,Cucumbers,Cucumber continental,237.0,355.5,355.5
2017-10-31,Cut Fruits,Honeydew Half,1.0,0.69,1.69
2017-10-31,Cut Veggies,Celery half,76.0,144.40000000000018,144.40000000000018
2017-10-31,Eggs,Eggs 700g,139.0,69.5,444.79999999999967
2017-10-31,Flowers,Bunch Roses,20.0,20.0,180.0
2017-10-31,Fruits,Kensington Pride Mangoes large,738.0,2214.0,2214.0
2017-10-31,Grapes,Crimson Grapes,87.39800000000001,436.1160200000002,436.1160200000002
2017-10-31,Groceries-Dry Goods,Daawat everyday5kg,23.0,63.25,276.0
2017-10-31,Herbs,Coriander,158.0,314.4200000000006,314.4200000000006
2017-10-31,Kalamata olives,Sweet Rusk ,17.0,17.0,102.0
2017-10-31,Lettuces,Lettuce Iceberg,197.0,492.5,492.5
2017-10-31,Melons,Watermelon seedless,869.7750000000004,426.18974999999983,1295.9647500000003
2017-10-31,Multi buy,Pac choy 3 for $2.,73.0,14.59999999999998,146.0
2017-10-31,Mushrooms,Mushroom Cup,43.79,174.72209999999993,393.6721000000001
2017-10-31,Nuts,Walnuts in shell,7.88,15.681200000000002,94.4812
2017-10-31,Olympian Products,Sesame Biscota 250g,31.0,25.363636363636424,118.36363636363637
2017-10-31,Onions,Garlic Chinese 500g,106.0,265.0,265.0
2017-10-31,Other Fruits,kiwi fruit Gold ,83.0,107.89999999999999,149.39999999999998
2017-10-31,Other Vegies,Leek,169.0,169.0,338.0
2017-10-31,Pastas,Diced Tomatoes,44.0,13.639999999999997,43.559999999999974
2017-10-31,Pears,pear corella,166.26000000000013,83.13000000000008,498.7799999999999
2017-10-31,Potatoes,Potato brushed,231.33600000000007,57.834000000000024,578.3399999999999
2017-10-31,Pumpkins,Pumpkin Grey,152.04800000000003,302.5755199999998,302.5755199999998
2017-10-31,Root Vegies,Beetroot,39.208,117.23191999999999,117.23191999999999
2017-10-31,Sri Lankan Groceries,1Lt Coconut oil,21.0,288.12000000000006,294.0
2017-10-31,Stonefruits,peaches white,50.78599999999997,177.75100000000003,177.75100000000003
2017-10-31,Tomatoes,Field Tomatoes,357.62599999999986,497.1001399999996,1069.3017399999992
2017-10-31,Tropical Fruits,Papaya Red,111.02600000000002,555.1299999999998,555.1299999999998
2017-10-31,Veggies,Galangal,0.23600000000000002,3.068,4.248000000000001
2017-10-31,capsicum,Capsicum red,106.104,529.45896,529.45896
2017-10-31,carrots,Carrots 1kg,139.0,95.90999999999983,207.11000000000018
2017-10-31,coconut Products,Ginger & Apple Juice,16.0,31.84,111.84
2017-10-31,markdown bag,Mark down Bag ***,42.0,42.0,42.0
2017-10-31,trutaste,Walnut Kernels LHP 500g,9.0,33.21,89.91
2017-11-30,Apples,Apples Pink Lady,204.2439999999998,610.6895600000003,610.6895600000003
2017-11-30,Asian Vegies,Radish white ,52.566,157.17234,157.17234
2017-11-30,Avocadoes,Avocado Hass Large,241.0,241.0,602.5
2017-11-30,Bananas,Banana Cavendish,1175.4640000000004,-11.754640000000006,2339.173359999998
2017-11-30,Berries,Berries Strawberry (medium),214.0,535.0,535.0
2017-11-30,Bunch Vegies,Onion spring,178.0,160.20000000000036,267.0
2017-11-30,Cabbages,Cabbage green,31.0,154.68999999999997,154.68999999999997
2017-11-30,Chillies,chilli yellow long,14.222000000000001,56.888000000000005,99.55399999999999
2017-11-30,Citrus,Orange valencia,118.95399999999995,297.385,297.385
2017-11-30,Cucumbers,Cucumber continental,386.0,579.0,579.0
2017-11-30,Cut Fruits,Rockmelon Half,1.0,0.0,1.0
2017-11-30,Cut Veggies,Celery half,74.0,140.6000000000002,140.6000000000002
2017-11-30,Eggs,Eggs 700g,144.0,72.0,460.7999999999995
2017-11-30,Flowers,Flower Pot,33.0,330.0,330.0
2017-11-30,Fruits,Kensington Pride Mango,606.0,1212.0,1212.0
2017-11-30,Grapes,India Gate Sella 5kg,3.0,6.0,41.97
2017-11-30,Groceries-Dry Goods,Chick Peas 400g,29.0,11.02,37.40999999999999
2017-11-30,Herbs,Coriander,147.0,292.5300000000005,292.5300000000005
2017-11-30,Kalamata olives,Sweet Rusk ,8.0,8.0,48.0
2017-11-30,Lettuces,Lettuce Iceberg,237.0,592.5,592.5
2017-11-30,Melons,Watermelon seedless,1358.3919999999991,665.61208,2024.0040799999997
2017-11-30,Multi buy,R2E2 Mango 2,261.0,730.8000000000002,730.8000000000002
2017-11-30,Mushrooms,Mushroom Cup,40.13800000000002,160.15062000000012,360.8406200000004
2017-11-30,Nuts,Pistachios 500g,16.0,54.399999999999984,174.40000000000006
2017-11-30,Olympian Products,Sesame Biscota 250g,23.0,18.818181818181863,87.81818181818181
2017-11-30,Onions,Garlic Chinese 500g,107.0,267.5,267.5
2017-11-30,Other Fruits,Cherries,65.97599999999997,1054.9562399999998,1054.9562399999998
2017-11-30,Other Vegies,Broccoli,140.19400000000002,490.6790000000003,490.6790000000003
2017-11-30,Pastas,Diced Tomatoes,70.0,21.7,69.30000000000001
2017-11-30,Pears,Pear Packham,99.67799999999997,98.68121999999995,298.0372200000001
2017-11-30,Potatoes,Potato brushed,172.38800000000003,43.097,430.97
2017-11-30,Pumpkins,Pumpkin Japanese/Kent,103.26999999999998,205.5073,205.5073
2017-11-30,Root Vegies,Beetroot,33.246,99.40554000000002,99.40554000000002
2017-11-30,Sri Lankan Groceries,Derana Mackerel 425g,20.0,19.800000000000004,59.80000000000001
2017-11-30,Stonefruits,peaches white,178.08200000000008,623.2869999999997,623.2869999999997
2017-11-30,Tomatoes,Field Tomatoes,329.26700000000017,457.6811299999997,984.50833
2017-11-30,Tropical Fruits,Papaya Red,112.94800000000002,564.7400000000004,564.7400000000004
2017-11-30,Veggies,Beans Snake,8.386000000000003,41.84614,75.39013999999999
2017-11-30,capsicum,Capsicum red,106.64799999999995,532.1735199999998,532.1735199999998
2017-11-30,carrots,Carrots 1kg,144.0,99.3599999999998,214.56000000000037
2017-11-30,coconut Products,Ginger & Apple Juice,10.0,19.9,69.9
2017-11-30,markdown bag,Mark down Bag ***,51.0,51.0,51.0
2017-11-30,trutaste,Walnut Kernels LHP 500g,7.0,25.830000000000002,69.93
2017-12-31,Apples,Apples Pink Lady,162.1779999999999,484.91221999999993,484.91221999999993
2017-12-31,Asian Vegies,Okra,35.984000000000016,59.013760000000026,359.48016
2017-12-31,Avocadoes,Avocado Hass Large,183.0,183.0,457.5
2017-12-31,Bananas,Banana Cavendish,1345.060999999998,-13.450610000000012,2676.6713900000022
2017-12-31,Berries,Berries Strawberry (medium),144.0,360.0,360.0
2017-12-31,Bunch Vegies,Onion spring,210.0,189.00000000000057,315.0
2017-12-31,Cabbages,Cabbage green,27.0,134.72999999999996,134.72999999999996
2017-12-31,Chillies,chilli yellow long,28.009999999999998,112.03999999999999,196.07
2017-12-31,Citrus,Lemon,110.89000000000003,331.5611,331.5611
2017-12-31,Cucumbers,Cucumber continental,281.0,421.5,421.5
2017-12-31,Cut Fruits,Rockmelon Half,4.0,0.0,4.0
2017-12-31,Cut Veggies,Cauliflower half,59.0,118.0,118.0
2017-12-31,Eggs,Eggs 700g,103.0,51.5,329.5999999999996
2017-12-31,Flowers,Flower Pot,81.0,810.0,810.0
2017-12-31,Fruits,Kensington Pride Mango,364.0,728.0,728.0
2017-12-31,Grapes,Grapes white Seedless,10.097999999999999,30.193019999999997,30.193019999999997
2017-12-31,Groceries-Dry Goods,Chick Peas 400g,18.0,6.84,23.219999999999995
2017-12-31,Herbs,Coriander,188.0,374.12000000000086,374.12000000000086
2017-12-31,Kalamata olives,Sweet Rusk ,10.0,10.0,60.0
2017-12-31,Lettuces,Lettuce Iceberg,320.0,800.0,800.0
2017-12-31,Melons,Watermelon seedless,1357.4679999999996,665.1593199999999,2022.6273199999994
2017-12-31,Multi buy,R2E2 Mango 2,510.0,1427.9999999999945,1427.9999999999945
2017-12-31,Mushrooms,Mushroom Cup,54.043000000000006,215.63156999999998,485.8465700000002
2017-12-31,Nuts,Walnuts in shell,19.788,39.37812000000002,237.25812000000008
2017-12-31,Olympian Products,Olive Oil Rusk 350g,23.0,27.599999999999994,96.60000000000004
2017-12-31,Onions,Garlic Chinese 500g,125.0,312.5,312.5
2017-12-31,Other Fruits,Cherries,193.85100000000006,3099.677490000001,3099.677490000001
2017-12-31,Other Vegies,Leek,141.0,141.0,282.0
2017-12-31,Pastas,Diced Tomatoes,35.0,10.850000000000001,34.65
2017-12-31,Pears,Pear Packham,140.95199999999994,139.54248000000004,421.4464800000002
2017-12-31,Potatoes,Potato sweet Gold,218.06400000000014,652.0113599999995,652.0113599999995
2017-12-31,Pumpkins,Pumpkin Japanese/Kent,124.53800000000001,247.8306199999999,247.8306199999999
2017-12-31,Root Vegies,Beetroot,44.962,134.43638000000004,134.43638000000004
2017-12-31,Sri Lankan Groceries,Basil Seed Rose Sharbath,39.0,31.909090909090985,70.90909090909095
2017-12-31,Stonefruits,Nectarine White,355.4660000000002,636.2841399999993,1062.84334
2017-12-31,Tomatoes,Field Tomatoes,248.55999999999997,345.4984000000003,743.1944000000004
2017-12-31,Tropical Fruits,Papaya Red,146.40599999999998,732.0299999999995,732.0299999999995
2017-12-31,Veggies,Beans Snake,3.623999999999999,18.08376,32.57976
2017-12-31,capsicum,Capsicum red,142.83000000000004,712.7216999999999,712.7216999999999
2017-12-31,carrots,Carrots 1kg,135.0,93.14999999999984,201.15000000000023
2017-12-31,coconut Products,Ginger & Apple Juice,8.0,15.92,55.92000000000001
2017-12-31,markdown bag,Mark down Bag ***,83.0,83.0,83.0
2017-12-31,trutaste,Walnut Kernels LHP 500g,11.0,40.589999999999996,109.88999999999999
2018-01-31,Apples,Apples Pink Lady,221.665,662.77835,662.77835
2018-01-31,Asian Vegies,Okra,39.09300000000001,64.11252000000002,390.53907
2018-01-31,Avocadoes,Avocado Hass Large,155.0,155.0,387.5
2018-01-31,Bananas,Banana Cavendish,1218.2489999999993,-12.182490000000024,2424.3155099999985
2018-01-31,Berries,Berries Strawberry (medium),199.0,497.5,497.5
2018-01-31,Bunch Vegies,Onion spring,311.0,279.90000000000043,466.5
2018-01-31,Cabbages,Cabbage Wombok,17.0,-38.25,25.5
2018-01-31,Chillies,chilli yellow long,41.30600000000001,165.22400000000005,289.1420000000001
2018-01-31,Citrus,Lemon,107.47399999999996,321.34726,321.34726
2018-01-31,Cucumbers,Cucumber continental,280.0,420.0,420.0
2018-01-31,Cut Fruits,Honeydew Half,5.0,3.4499999999999997,8.45
2018-01-31,Cut Veggies,cabbage Quater,81.0,137.70000000000007,137.70000000000007
2018-01-31,Eggs,Eggs 700g,135.0,67.5,431.99999999999943
2018-01-31,Flowers,Flower Pot,26.0,260.0,260.0
2018-01-31,Fruits,Kensington Pride Mango,241.0,482.0,482.0
2018-01-31,Grapes,Grapes white Seedless,328.3440000000001,981.7485600000003,981.7485600000003
2018-01-31,Groceries-Dry Goods,Red split Lentils 1kg Pattu,24.0,42.0,84.0
2018-01-31,Herbs,Coriander,173.0,344.27000000000066,344.27000000000066
2018-01-31,Kalamata olives,Pasta,15.0,22.5,75.0
2018-01-31,Lettuces,Lettuce Iceberg,455.0,1137.5,1137.5
2018-01-31,Melons,Watermelon seedless,2081.517999999998,1019.9438199999997,3101.4618200000004
2018-01-31,Multi buy,Corn 3 For 2,114.0,136.80000000000007,228.0
2018-01-31,Mushrooms,Mushroom Cup,53.797999999999995,214.6540200000001,483.6440200000005
2018-01-31,Nuts,Cannellini Beans 1Kg,5.0,6.45,27.45
2018-01-31,Olympian Products,Sesame Biscota 250g,29.0,23.727272727272783,110.72727272727272
2018-01-31,Onions,Garlic Chinese 500g,117.0,292.5,292.5
2018-01-31,Other Fruits,Cherries,261.8180000000002,4186.469819999999,4186.469819999999
2018-01-31,Other Vegies,Eggplant,166.30799999999994,1162.49292,1162.49292
2018-01-31,Pastas,Diced Tomatoes,53.0,16.429999999999996,52.470000000000006
2018-01-31,Pears,Pear Packham,157.3340000000001,155.76065999999997,470.42866000000004
2018-01-31,Potatoes,Potato sweet Gold,259.18199999999996,774.9541799999997,774.9541799999997
2018-01-31,Pumpkins,Pumpkin Japanese/Kent,130.74000000000004,260.1726,260.1726
2018-01-31,Root Vegies,Beetroot,38.54200000000001,115.24058000000002,115.24058000000002
2018-01-31,Sri Lankan Groceries,Basil seed With Pomegranate 290ml,36.0,22.58181818181827,58.58181818181829
2018-01-31,Stonefruits,Nectarine White,396.4270000000002,709.6043299999995,1185.316729999999
2018-01-31,Tomatoes,Tomatoes Roma,284.73400000000026,1420.82266,1420.82266
2018-01-31,Tropical Fruits,Pineapple,148.0,666.0,666.0
2018-01-31,Veggies,Galangal,0.096,1.248,1.7280000000000002
2018-01-31,capsicum,Capsicum red,116.93800000000009,583.5206199999999,583.5206199999999
2018-01-31,carrots,Carrots 1kg,161.0,111.08999999999979,239.89000000000044
2018-01-31,coconut Products,Coconut Fine 500g,7.0,6.9300000000000015,27.930000000000007
2018-01-31,markdown bag,Mark down Bag ***,31.0,31.0,31.0
2018-01-31,trutaste,Almonds Natural 500g,7.0,15.680000000000001,69.93
2018-02-28,Apples,Apples Pink Lady,150.66200000000012,450.4793800000003,450.4793800000003
2018-02-28,Asian Vegies,Radish white ,52.384,156.62816000000004,156.62816000000004
2018-02-28,Avocadoes,Avocado Hass Large,225.0,225.0,562.5
2018-02-28,Bananas,Banana Cavendish,773.7879999999994,-7.737880000000006,1539.8381199999988
2018-02-28,Berries,Berries Strawberry (medium),103.0,257.5,257.5
2018-02-28,Bunch Vegies,Onion spring,209.0,188.10000000000065,313.5
2018-02-28,Cabbages,Cabbage Wombok,51.912,-116.80199999999999,77.86800000000001
2018-02-28,Chillies,chilli yellow long,21.762,87.048,152.33399999999997
2018-02-28,Citrus,Lemon,84.30399999999997,252.0689600000001,252.0689600000001
2018-02-28,Cucumbers,Cucumber continental,219.0,328.5,328.5
2018-02-28,Cut Fruits,Rockmelon Half,3.0,0.0,3.0
2018-02-28,Cut Veggies,Cauliflower half,67.0,134.0,134.0
2018-02-28,Eggs,Eggs 700g,147.0,73.5,470.3999999999994
2018-02-28,Flowers,Flower Pot,25.0,250.0,250.0
2018-02-28,Fruits,Honey Gold Mango,113.0,226.0,226.0
2018-02-28,Grapes,Grapes white Seedless,188.14999999999998,562.5685000000002,562.5685000000002
2018-02-28,Groceries-Dry Goods,Magi coconut Powder 1kg,18.0,66.41999999999999,269.82000000000005
2018-02-28,Herbs,Coriander,199.0,396.0100000000009,396.0100000000009
2018-02-28,Kalamata olives,Pasta,16.0,24.0,80.0
2018-02-28,Lettuces,Lettuce Iceberg,355.0,887.5,887.5
2018-02-28,Melons,Watermelon seedless,1876.8689999999983,919.6658100000004,2796.5348100000047
2018-02-28,Multi buy,R2E2 Mango 2,100.0,280.0000000000001,280.0000000000001
2018-02-28,Mushrooms,Mushroom Cup,33.24199999999999,132.63557999999998,298.8455799999999
2018-02-28,Nuts,Pistachios 500g,8.0,27.199999999999996,87.20000000000002
2018-02-28,Olympian Products,Sesame Biscota 250g,29.0,23.727272727272783,110.72727272727269
2018-02-28,Onions,Garlic Chinese 500g,112.0,280.0,280.0
2018-02-28,Other Fruits,Figs,98.0,147.0,147.0
2018-02-28,Other Vegies,Sweet Corn,193.0,231.59999999999994,231.59999999999994
2018-02-28,Pastas,Diced Tomatoes,71.0,22.009999999999998,70.29
2018-02-28,Pears,Pears William,161.08200000000005,289.9476000000001,289.9476000000001
2018-02-28,Potatoes,Potato sweet Gold,219.14599999999996,655.2465399999996,655.2465399999996
2018-02-28,Pumpkins,Pumpkin Japanese/Kent,226.64799999999997,451.0295200000001,451.0295200000001
2018-02-28,Root Vegies,Beetroot,33.802,101.06798000000002,101.06798000000002
2018-02-28,Sri Lankan Groceries,Basil Seed Rose Sharbath,22.0,18.000000000000043,40.000000000000036
2018-02-28,Stonefruits,Nectarine White,341.82400000000024,611.8649600000003,1022.0537599999997
2018-02-28,Tomatoes,Field Tomatoes,238.37599999999983,331.3426400000002,712.7442399999993
2018-02-28,Tropical Fruits,Pineapple,74.0,333.0,333.0
2018-02-28,Veggies,Beans Snake,1.934,9.65066,17.38666
2018-02-28,capsicum,Capsicum red,70.21799999999999,350.38781999999975,350.38781999999975
2018-02-28,carrots,Carrots 1kg,143.0,98.6699999999998,213.07000000000025
2018-02-28,coconut Products,Chick Peas 1kg Pattu,12.0,21.479999999999997,47.88000000000001
2018-02-28,markdown bag,Mark down Bag ***,39.0,39.0,39.0
2018-02-28,trutaste,Walnut Kernels LHP 500g,7.0,25.830000000000002,69.93
2018-03-31,Apples,Apples Pink Lady,92.878,277.7052199999998,277.7052199999998
2018-03-31,Asian Vegies,Okra,51.832000000000015,85.00448,517.8016799999998
2018-03-31,Avocadoes,Avocado Shepard,241.0,482.0,482.0
2018-03-31,Bananas,Banana Cavendish,910.213999999999,-9.102140000000007,1811.3258600000017
2018-03-31,Berries,Berries Strawberry (medium),147.0,367.5,367.5
2018-03-31,Bunch Vegies,Onion spring,261.0,234.9000000000009,391.5
2018-03-31,Cabbages,Cabbage Wombok,75.502,-169.87949999999998,113.253
2018-03-31,Chillies,Chilli green,15.497999999999996,185.976,185.976
2018-03-31,Citrus,Orange navel,135.24599999999998,404.3855400000001,404.3855400000001
2018-03-31,Cucumbers,Cucumber continental,284.0,426.0,426.0
2018-03-31,Cut Veggies,cabbage Quater,79.0,134.3000000000001,134.3000000000001
2018-03-31,Eggs,Eggs 700g,313.0,156.5,1001.6000000000012
2018-03-31,Flowers,Flower Pot,47.0,470.0,470.0
2018-03-31,Fruits,Kensington Pride Mango,14.0,28.0,28.0
2018-03-31,Grapes,Grapes black,196.41399999999993,783.6918600000002,783.6918600000002
2018-03-31,Groceries-Dry Goods,Chick Peas 400g,22.0,8.36,28.379999999999992
2018-03-31,Herbs,Coriander,188.0,374.12000000000074,374.12000000000074
2018-03-31,Kalamata olives,Sweet Rusk ,8.0,8.0,48.0
2018-03-31,Lettuces,Lettuce Iceberg,315.0,787.5,787.5
2018-03-31,Melons,Watermelon seedless,1377.0560000000014,674.7574399999991,2051.81344
2018-03-31,Multi buy,Pac choy 3 for $2.,110.0,21.999999999999957,220.0
2018-03-31,Mushrooms,Mushroom Cup,39.35799999999999,157.03841999999997,353.8284200000001
2018-03-31,Nuts,chest Nuts,12.334000000000003,0.12333999999999612,111.006
2018-03-31,Olympian Products,Sweetloaf,29.0,30.45000000000001,139.2
2018-03-31,Onions,Garlic Chinese 500g,115.0,287.5,287.5
2018-03-31,Other Fruits,Figs,120.0,180.0,180.0
2018-03-31,Other Vegies,Eggplant,193.3119999999999,1351.2508800000012,1351.2508800000012
2018-03-31,Pastas,Diced Tomatoes,45.0,13.950000000000003,44.55000000000002
2018-03-31,Pears,Pear Packham,173.31899999999993,171.58580999999995,518.2238100000001
2018-03-31,Potatoes,Potato brushed,232.56199999999987,58.140499999999975,581.4049999999999
2018-03-31,Pumpkins,Pumpkin Japanese/Kent,209.9239999999999,417.7487599999999,417.7487599999999
2018-03-31,Root Vegies,Beetroot,34.792,104.02808,104.02808
2018-03-31,Sri Lankan Groceries,Delmage Soyameat Mutton 90g,23.0,22.77,45.76999999999999
2018-03-31,Stonefruits,Nectarine Yellow,338.23599999999993,1011.3256400000006,1011.3256400000006
2018-03-31,Tomatoes,Field Tomatoes,332.3280000000001,461.93592,993.6607199999992
2018-03-31,Tropical Fruits,Papaya Red,115.806,579.0300000000001,579.0300000000001
2018-03-31,Veggies,Beans Snake,11.048000000000002,55.12951999999999,99.32151999999999
2018-03-31,capsicum,Capsicum red,81.806,408.21194,408.21194
2018-03-31,carrots,Carrots 1kg,143.0,98.66999999999982,213.07000000000028
2018-03-31,coconut Products,Maggi coco 300g,18.0,30.59999999999999,129.60000000000002
2018-03-31,markdown bag,Mark down Bag ***,40.0,40.0,40.0
